"","Instrument","Company.Common.Name","Deal.Permid","Loan.Dates..Announcement.Date","Loan.Dates..Financial.Close.Date.of.Loan.Package","Maturity..Maturity.Date","Loan.Type","Use.of.Proceeds","Loan.Repayment..Type","Loans.Issuer.Borrower.Ultimate.Parent.Name.Full","Loan.Package.Amount","Number.of.all.Managers..inc..Int.l.Co.Managers","All.Managers..inc..Int.l.Co.Managers..Parent..Full.Name.","All.Managers..inc..Int.l.Co.Managers..Parent..Code.","All.Loans.Manager.Roles","Loan.Manager.Commitment.Amount"
"7527",4295880516,"Itochu Corp",154083629133,"2016-06-24","2016-06-24","2017-06-24","Revolving Credit Facility","Export/Import Financing","Bullet","Itochu Corp",5e+08,4,"BNP Paribas SA","BNP-PARIBAS","Underwriter",1.25e+08
"7528",4295880516,"Itochu Corp",154083633937,"2016-12-12","2016-12-12","2019-12-13","Term Loan","Renewable Energy",NA,"Itochu Corp",2.63e+08,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Underwriter",131500000
"7529",4295880516,"Itochu Corp",154083633938,"2016-12-12","2016-12-12","2020-12-15","Term Loan","Project Finance",NA,"Itochu Corp",2.63e+08,7,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Underwriter",37571428.5714286
"7530",4295880516,"Itochu Corp",154083634681,"2017-03-24","2017-03-24","2021-12-24","Term Loan","Export/Import Financing",NA,"Itochu Corp",598221503.637834,2,"Societe Generale SA","SOC-GEN","Underwriter",299110751.818917
"7531",4295880516,"Itochu Corp",154083634682,"2017-03-24","2017-03-24","2024-12-24","Term Loan","Project Finance",NA,"Itochu Corp",598221503.637834,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Underwriter",299110751.818917
"7532",4295880516,"Itochu Corp",154083635581,"2017-03-14","2017-03-14","2024-03-28","Term Loan","Project Finance",NA,"Itochu Corp",217902902.466661,2,"UBS","UBS-BANK","Underwriter",108951451.233331
"7533",4295880516,"Itochu Corp",154083636028,"2017-10-09","2017-10-09","2022-10-09","Revolving Credit Facility","Project Finance",NA,"Shandong Ruyi International Fashion Industry Investment Holding Co Ltd",293475453.713052,2,"Portigon AG","PORTIGON","Underwriter",146737726.856526
"7534",4295880516,"Itochu Corp",154083637744,"2017-03-16","2017-03-16","2022-03-18","Term Loan","Working Capital",NA,"ISUZU MOTORS LTD",61782877.3168579,4,"NatWest","NATWEST-GRP","Facility Agent",15445719.3292145
"7535",4295880516,"Itochu Corp",154083637886,"2017-04-25",NA,NA,"Term Loan","Working Capital",NA,"Ivanhoe Mines Ltd",1.5e+08,1,"NatWest","NATWEST-GRP","Arranger",1.5e+08
"7536",4295880516,"Itochu Corp",154083639854,"2017-03-27","2017-03-31","2018-06-29","Revolving Credit Facility","General Corporate Purpose",NA,"Itochu Corp",8978272.58035554,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Arranger",4489136.29017777
"7537",4295880516,"Itochu Corp",154083643258,"2017-06-16","2017-06-23","2018-06-22","364 Day Revolver","Working Capital",NA,"Itochu Corp",5e+08,1,"Citi","CITI","Arranger",5e+08
"7538",4295880516,"Itochu Corp",154083643790,"2017-05-17","2017-08-21","2025-06-30","Term Loan","Project Finance",NA,"Itochu Corp",5.3e+08,4,"Gulf International Bank","GULF","Arranger",132500000
"7539",4295880516,"Itochu Corp",154083643791,"2017-05-17","2017-08-21","2025-06-30","Standby Letter Of Credit","Project Finance",NA,"Itochu Corp",5.3e+08,2,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Arranger",2.65e+08
"7540",4295880516,"Itochu Corp",154083643810,"2017-03-10","2017-03-10","2023-09-29","Term Loan","Project Finance",NA,"Itochu Corp",174307129.161583,3,"Hana Financial Group Inc","HANA-FINANCIAL","Arranger",58102376.3871943
"7541",4295880516,"Itochu Corp",154083645053,"2017-05-17","2017-08-21","2025-06-30","Term Loan","Working Capital",NA,"Itochu Corp",5.3e+08,4,"UniCredit","UNICREDIT-SPA","Arranger",132500000
"7542",4295880516,"Itochu Corp",154083645368,"2017-05-17","2017-08-21","2025-06-30","Term Loan","Project Finance",NA,"Itochu Corp",5.3e+08,2,"Nederlandsche Credietverzekering Maatschappij NV","NCM","Arranger",2.65e+08
"7543",4295880516,"Itochu Corp",154083648781,"2017-09-29","2017-09-29","2019-03-29","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",8891259.89152663,3,"Bank Muscat Al Ahli Al Omani","BMAAAO","Participant",2963753.29717554
"7544",4295880516,"Itochu Corp",154083649021,"2017-06-19","2017-06-23","2022-06-23","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",1797591227.75481,2,"Bank of Oman Bahrain & Kuwait","BOBK","Participant",898795613.877405
"7545",4295880516,"Itochu Corp",154083659526,"2017-12-08","2017-12-08","2035-09-30","Term Loan","Working Capital",NA,"Itochu Corp",156497180.119845,1,"Commercial Bank of Oman","COMAN","Participant",156497180.119845
"7546",4295880516,"Itochu Corp",154083659527,"2017-12-08","2017-12-08","2022-09-30","Term Loan","Working Capital",NA,"Itochu Corp",156497180.119845,2,"National Bank of Oman Ltd","NBOMAN","Participant",78248590.0599225
"7547",4295880516,"Itochu Corp",154083659528,"2017-12-08","2017-12-08","2030-09-30","Term Loan","Working Capital",NA,"Itochu Corp",156497180.119845,1,"Oman Arab Bank SAO","OAB","Participant",156497180.119845
"7548",4295880516,"Itochu Corp",154083665907,"2017-12-20","2017-12-20","2022-01-21","Term Loan","Working Capital",NA,"Itochu Corp",575057329.33498,2,"Oman International Bank SAOG","OMAN-INTL","Participant",287528664.66749
"7549",4295880516,"Itochu Corp",154083665908,"2017-12-20","2017-12-20","2022-12-22","Term Loan","Acquisition Finance",NA,"Itochu Corp",575057329.33498,2,"Arab Bank PLC","ABL","Underwriter",287528664.66749
"7550",4295880516,"Itochu Corp",154083665909,"2017-12-20","2017-12-20","2024-12-20","Term Loan","Project Finance",NA,"Itochu Corp",575057329.33498,2,"Australia & New Zealand Banking Group Ltd","ANZ","Underwriter",287528664.66749
"7551",4295880516,"Itochu Corp",154083674009,"2017-12-06","2017-12-06","2025-06-06","Term Loan","General Corporate Purpose",NA,"Government of Oman",47250000,1,"Arab Petroleum Investment Corp","ARAB-PETROLEUM","Underwriter",47250000
"7552",4295880516,"Itochu Corp",154084996217,"2018-02-28","2018-02-28","2020-02-28","Revolving Credit Facility","Working Capital",NA,"ISUZU MOTORS LTD",93747070.4040499,1,"Barclays","BARCLAYS-CAP","Underwriter",93747070.4040499
"7553",4295880516,"Itochu Corp",154085070674,"2018-03-21","2018-03-27","2019-06-29","Revolving Credit Facility","Project Finance",NA,"Itochu Corp",9493971.32820659,2,"Gulf International Bank","GULF","Arranger",4746985.66410329
"7554",4295880516,"Itochu Corp",154085077629,"2018-04-05","2019-10-01",NA,"Term Loan","Leveraged Buyout",NA,"Suez SA",316971068.1925,3,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Co-Arranger",6700000
"7555",4295880516,"Itochu Corp",154085113463,"2018-01-26","2018-01-26","2019-01-26","Bridge Loan","Leveraged Buyout",NA,"Shandong Ruyi International Fashion Industry Investment Holding Co Ltd",8e+08,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Manager",5e+06
"7556",4295880516,"Itochu Corp",154085138143,"2018-06-17","2018-06-22","2023-06-22","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",1818843215.71481,4,"Senshu Bank Ltd","SENSH","Manager",2e+06
"7557",4295880516,"Itochu Corp",154085146780,"2018-06-22","2018-06-22","2019-06-21","364 Day Revolver","Working Capital","Bullet","Itochu Corp",5e+08,6,"Mizuho Financial Group","MIZUHO-FINAN","Facility Agent",7300000
"7558",4295880516,"Itochu Corp",154085166173,"2018-07-31","2018-07-31","2020-07-31","Revolving Credit Facility","General Corporate Purpose",NA,"ISUZU MOTORS LTD",214553906.669051,2,"Malayan Banking Bhd","MALAYAN-BANKING","Co-Arranger",107276953.334525
"7559",4295880516,"Itochu Corp",154085187690,"2018-09-05","2018-09-05","2019-09-09","Term Loan","Working Capital",NA,"Itochu Corp",173063127.6901,1,"Bank Bira","BBIRA","Lead Manager",173063127.6901
"7560",4295880516,"Itochu Corp",154085187691,"2018-09-05","2018-09-05","2021-09-07","Term Loan","Working Capital",NA,"Itochu Corp",173063127.6901,2,"Dharmala Group","DHARM","Lead Manager",86531563.84505
"7561",4295880516,"Itochu Corp",154085187692,"2018-09-05","2018-09-05","2024-09-09","Term Loan","Project Finance",NA,"Itochu Corp",173063127.6901,2,"CIMB Group Holdings Bhd","CIMB-GROUP-BHD","Lead Manager",86531563.84505
"7562",4295880516,"Itochu Corp",154085187693,"2018-09-05","2018-09-05","2026-09-07","Term Loan","Project Finance",NA,"Itochu Corp",173063127.6901,2,"Bank Mualamat Malaysia Bhd","BK-MUALAMAT","Co-Lead Manager",86531563.84505
"7563",4295880516,"Itochu Corp",154085187694,"2018-09-05","2018-09-05","2028-09-07","Term Loan","Project Finance",NA,"Itochu Corp",173063127.6901,3,"Bank Duta","BANK-DUTA","Co-Lead Manager",57687709.2300333
"7564",4295880516,"Itochu Corp",154085204253,"2018-09-14","2018-09-29","2020-03-27","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",8796622.09711471,7,"Bank Tiara Asia","BTIARA","Co-Lead Manager",1256660.29958782
"7565",4295880516,"Itochu Corp",154085257690,"2018-10-23","2018-10-23","2026-08-23","Term Loan","Project Finance",NA,"Itochu Corp",48200000,1,"First Indonesia Finance & Investment","IFINV","Co-Lead Manager",48200000
"7566",4295880516,"Itochu Corp",154085257691,"2018-10-23","2018-10-23","2026-08-23","Standby Letter Of Credit","Project Finance",NA,"Itochu Corp",48200000,2,"Pan Indonesia Bank Ltd PT","PAN-IND","Co-Lead Manager",24100000
"7567",4295880516,"Itochu Corp",154085279379,"2018-04-05","2019-10-01","2034-10-01","Term Loan","Working Capital",NA,"Suez SA",316971068.1925,1,"Bank PDFCI","BANKP9","Facility Agent",316971068.1925
"7568",4295880516,"Itochu Corp",154085344944,"2019-03-21","2019-03-30","2020-06-30","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",9022013.71346084,4,"Citi","CITI","Arranger",2255503.42836521
"7569",4295880516,"Itochu Corp",154085412253,"2019-06-14","2019-06-21","2024-06-21","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",1863932898.41566,1,"IMI - Intesa Sanpaolo","INTESA-SAN","Participant",1863932898.41566
"7570",4295880516,"Itochu Corp",154085412261,"2019-06-19","2019-06-21","2020-06-19","Revolving Credit Facility","General Corporate Purpose","Bullet","Itochu Corp",5e+08,1,"Bank Negara Indonesia PT","NEGARA-ID","Participant",5e+08
"7571",4295880516,"Itochu Corp",154085415620,"2019-06-19","2019-06-25","2023-12-29","Revolving Credit or Term Loan","Project Finance",NA,"Itochu Corp",33124941.6814407,2,"BNP Paribas SA","BNP-PARIBAS","Participant",16562470.8407203
"7572",4295880516,"Itochu Corp",154085505613,"2018-10-23","2018-10-23","2026-08-23","Standby Letter Of Credit","Project Finance",NA,"Itochu Corp",48200000,2,"Scotiabank","SCOTIABANK","Participant",24100000
"7573",4295880516,"Itochu Corp",154085621557,"2020-02-28","2020-02-28","2022-02-28","Revolving Credit Facility","Project Finance",NA,"ISUZU MOTORS LTD",92532617.7477561,3,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Participant",30844205.9159187
"7574",4295880516,"Itochu Corp",154085755957,"2020-06-05","2020-06-19","2021-06-18","364 Day Revolver","Project Finance","Bullet","Itochu Corp",5e+08,2,"UniCredit","UNICREDIT-SPA","Participant",2.5e+08
"7575",4295880516,"Itochu Corp",154085765462,"2020-04-01","2020-04-01","2021-06-30","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",9332711.15258983,1,"Deutsche Bank","DEUTSCHE-BANK","Participant",9332711.15258983
"7576",4295880516,"Itochu Corp",154085769592,"2020-06-18","2020-06-19","2025-06-19","Revolving Credit Facility","General Corporate Purpose",NA,"Itochu Corp",1871432581.64125,4,"Commerzbank AG","COMMERZBANK","Participant",467858145.410312
"7577",4295880516,"Itochu Corp",154086823937,"2020-07-09",NA,NA,"Revolving Credit or Term Loan","Working Capital",NA,"Itochu Corp",4436402649.50089,1,"Mizuho Financial Group","MIZUHO-FINAN","Participant",4436402649.50089
"7578",4295880516,"Itochu Corp",154086823938,"2020-07-09",NA,NA,"Revolving Credit or Term Loan","Working Capital",NA,"Itochu Corp",4436402649.50089,2,"Malayan Banking Bhd","MALAYAN-BANKING","Participant",2218201324.75044
"7579",4295880516,"Itochu Corp",154086865995,"2020-07-31","2020-07-31","2022-07-31","Revolving Credit Facility","Working Capital",NA,"ISUZU MOTORS LTD",226671703.81564,1,"Norddeutsche Landesbank Girozentrale","NORDLB","Participant",226671703.81564
"7580",4295880516,"Itochu Corp",154087062793,"2021-01-19","2021-01-19","2026-01-19","Term Loan","Working Capital",NA,"Ningbo Qinggang Investment Co Ltd",463127344.582182,1,"Overseas Union Bank Ltd","OVER-U","Participant",463127344.582182
"7581",4295880516,"Itochu Corp",154087125509,"2021-03-16","2021-03-29","2026-03-31","Term Loan","Working Capital",NA,"ISUZU MOTORS LTD",54654764.0736018,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Participant",27327382.0368009
"7582",4295880516,"Itochu Corp",154087144842,"2021-03-31","2021-03-31","2039-09-30","Term Loan","General Corporate Purpose",NA,"Osaka Gas Co Ltd",325844625.112918,3,"Keppel Corp Ltd","KEPPEL-CORP","Participant",108614875.037639
"7583",4295880516,"Itochu Corp",154087172170,"2021-03-29","2021-03-29","2022-06-30","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",9109127.34560029,1,"Caisse Federale de Credit Mutuel SA","FED-CRED-MUTUEL","Participant",9109127.34560029
"7584",4295880516,"Itochu Corp",154087209427,"2021-06-18","2021-06-18","2022-06-17","364 Day Revolver","Other","Bullet","Itochu Corp",5e+08,3,"United Overseas Bank Ltd","UTD-OVER-SG","Arranger",166666666.666667
"7585",4295880516,"Itochu Corp",154087215261,"2021-06-18","2021-06-18","2026-06-18","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",1815046737.45349,2,"BNP Paribas SA","BNP-PARIBAS","Tender Panerl",907523368.726745
"7586",4295880516,"Itochu Corp",154087228943,"2021-03-31","2021-03-31","2025-09-30","Term Loan","Project Finance",NA,"Osaka Gas Co Ltd",325844625.112918,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Tender Panerl",162922312.556459
"7587",4295880516,"Itochu Corp",154087228944,"2021-03-31","2021-03-31","2025-09-30","Term Loan","Working Capital",NA,"Osaka Gas Co Ltd",325844625.112918,2,"DBS Group Holdings","DBSGR","Tender Panerl",162922312.556459
"7588",4295880516,"Itochu Corp",154087263613,"2021-07-07","2021-07-07","2024-07-07","Revolving Credit Facility","General Corporate Purpose",NA,"Russel Metals Inc",159127423.487824,2,"Mizuho Financial Group","MIZUHO-FINAN","Tender Panerl",79563711.743912
"7589",4295880516,"Itochu Corp",154087282449,"2021-08-26","2021-08-30","2035-08-30","Term Loan","Project Finance",NA,"BW Offshore Ltd",1.15e+09,2,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Tender Panerl",5.75e+08
"7590",4295880516,"Itochu Corp",154087494061,"2022-02-28","2022-02-28","2024-02-29","Revolving Credit Facility","Project Finance",NA,"ISUZU MOTORS LTD",86964083.8333768,2,"Keppel Corp Ltd","KEPPEL-CORP","Tender Panerl",43482041.9166884
"7591",4295880516,"Itochu Corp",154087541335,"2022-03-24","2022-03-24","2028-03-31","Term Loan","Working Capital",NA,"Marubeni Corp",7765879.17926919,3,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Tender Panerl",2588626.39308973
"7592",4295880516,"Itochu Corp",154087541336,"2022-03-24","2022-03-24","2023-03-31","Revolving Credit Facility","Project Finance",NA,"Marubeni Corp",7765879.17926919,2,"Oversea-Chinese Banking Corp Ltd","OCBC","Tender Panerl",3882939.58963459
"7593",4295880516,"Itochu Corp",154087606631,"2022-04-01","2022-04-01","2023-06-30","Revolving Credit Facility","Project Finance",NA,"Itochu Corp",8163931.74953058,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Tender Panerl",4081965.87476529
"7594",4295880516,"Itochu Corp",154087612176,"2022-06-17","2022-06-17","2023-06-16","364 Day Revolver","General Corporate Purpose",NA,"Itochu Corp",5e+08,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Tender Panerl",2.5e+08
"7595",4295880516,"Itochu Corp",154087612182,"2022-06-15","2022-06-17","2027-06-17","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",1481920569.0575,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Facility Agent",740960284.52875
"7596",4295880516,"Itochu Corp",154087640345,"2022-07-12","2022-07-27","2044-06-29","Term Loan","Project Finance",NA,"The Sultanate Of Oman",1e+08,2,"Mizuho Financial Group","MIZUHO-FINAN","Lead Manager",5e+07
"7597",4295880516,"Itochu Corp",154087640369,"2022-07-12","2022-07-27","2044-06-29","Term Loan","Project Finance",NA,"The Sultanate Of Oman",1e+08,1,"Mizuho Financial Group","MIZUHO-FINAN","Lead Manager",1e+08
"7598",4295880516,"Itochu Corp",154087772064,"2022-06-30","2022-06-30","2028-06-30","Term Loan","Project Finance",NA,"Itochu Corp",48625948.5743756,4,"SBI Holdings Inc","SBI-HOL","Manager",12156487.1435939
"7599",4295880516,"Itochu Corp",154087772065,"2022-06-30","2022-06-30","2028-06-30","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",48625948.5743756,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Manager",24312974.2871878
"7600",4295880516,"Itochu Corp",154087772066,"2022-06-30","2022-06-30","2028-06-30","Term Loan","Working Capital",NA,"Itochu Corp",48625948.5743756,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Manager",24312974.2871878
"7601",4295880516,"Itochu Corp",154087956029,"2023-03-29","2023-03-29","2026-09-30","Bridge Loan","Working Capital",NA,"Hitachi Zosen Corp",198872101.776573,2,"Bank of China Ltd","BK-CHINA-LTD","Participant",99436050.8882865
"7602",4295880516,"Itochu Corp",154087956030,"2023-03-29","2023-03-29","2044-09-30","Term Loan","Project Finance",NA,"Hitachi Zosen Corp",198872101.776573,2,"Mizuho Financial Group","MIZUHO-FINAN","Participant",99436050.8882865
"7603",4295880516,"Itochu Corp",154088086626,"2023-06-23","2023-06-30","2028-06-30","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",2078713968.95787,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Participant",1039356984.47894
"7604",4295880516,"Itochu Corp",154088157011,"2023-04-01","2023-04-01","2024-06-28","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",7530687.55177348,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Participant",3765343.77588674
"7605",4295880516,"Itochu Corp",154088266360,"2021-07-07","2021-07-07","2024-07-07","Revolving Credit Facility","Project Finance",NA,"Russel Metals Inc",159127423.487824,1,"NatWest","NATWEST-GRP","Arranger",159127423.487824
"7606",4295880516,"Itochu Corp",154088404270,"2024-02-20",NA,NA,"Term Loan","Acquisition Finance",NA,"Itochu Corp",2e+09,1,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Arranger",2e+09
"7607",4295880516,"Itochu Corp",154088423096,"2024-03-16","2024-04-03","2029-04-03","Revolving Credit Facility","Working Capital",NA,"Tenaska Inc",7.5e+07,1,"Deutsche Bank","DEUTSCHE-BANK","Arranger",7.5e+07
"7608",4295880516,"Itochu Corp",154088535518,"2024-06-21","2024-06-28","2029-06-28","Revolving Credit Facility","General Corporate Purpose",NA,"Itochu Corp",1865323633.65044,2,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",932661816.82522
"7609",4295880516,"Itochu Corp",154088846074,"2025-03-17","2025-03-17","2030-03-17","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",2.65e+08,2,"Barclays","BARCLAYS-CAP","Facility Agent",132500000
"7610",4295880516,"Itochu Corp",154088846075,"2025-03-17","2025-03-17","2030-03-17","Term Loan A","Real Estate/Property Acquisition",NA,"Itochu Corp",2.65e+08,2,"NatWest","NATWEST-GRP","Arranger",132500000
"7611",4295880516,"Itochu Corp",154088846076,"2025-03-17","2025-03-17","2030-03-17","Term Loan C","Real Estate/Property Acquisition",NA,"Itochu Corp",2.65e+08,1,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Arranger",2.65e+08
"7612",4295880516,"Itochu Corp",154088969271,"2025-06-20","2025-06-27","2030-06-27","Revolving Credit Facility","Real Estate/Property Acquisition",NA,"Itochu Corp",2073971655.72071,1,"Deutsche Bank","DEUTSCHE-BANK","Arranger",2073971655.72071
"7613",4295880516,"Itochu Corp",154089198420,"2025-11-13","2025-11-13","2026-06-30","Revolving Credit Facility","Real Estate/Property Acquisition",NA,"Itochu Corp",7e+08,2,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",3.5e+08
"7614",4295880516,"Itochu Corp",154089254681,"2026-01-23",NA,NA,"Revolving Credit or Term Loan","Real Estate/Property Acquisition",NA,"Itochu Corp",19500000,1,"Barclays","BARCLAYS-CAP","Facility Agent",19500000
"7615",4295880516,"Itochu Corp",154089254769,"2026-01-23",NA,NA,"Guarantee Facility","General Corporate Purpose",NA,"Itochu Corp",19500000,1,"Mizuho Financial Group","MIZUHO-FINAN","Agent",19500000
"7616",4295880516,"Itochu Corp",154089272563,"2026-02-17",NA,NA,"Term Loan","Project Finance",NA,"Ivanhoe Mines Ltd",7e+08,1,"Cooperatieve Rabobank UA","RABOBANK","Lender",7e+08
"8853",4295905141,"Tyson Foods Inc",154083356976,"2001-08-02","2001-09-24","2006-09-24","Revolving Credit Facility","General Corporate Purpose","Bullet","Tyson Foods Inc",1e+09,12,"JP Morgan & Co Inc","JPM","Administration Agent",83333333.3333333
"8854",4295905141,"Tyson Foods Inc",154083370534,"1993-06-30","1993-06-30",NA,"Revolving Credit Facility","Future Acquisitions","Bullet","Tyson Foods Inc",8.5e+08,12,"BofA Securities Inc","BOFA-SEC-INC","Syndication Agent",70833333.3333333
"8855",4295905141,"Tyson Foods Inc",154083371055,"2015-04-07","2015-04-07","2018-04-07","Term Loan","Working Capital","Bullet","Tyson Foods Inc",5e+08,20,"Truist Financial Corp","TRUIST-FIN","Documentation Agent",2.5e+07
"8856",4295905141,"Tyson Foods Inc",154083374387,"1994-03-01","1994-06-01","1999-06-01","Term Loan","Capital Expenditures",NA,"Tyson Foods Inc",1.5e+09,18,"Mizuho Financial Group","MIZUHO-FINAN","Documentation Agent",83333333.3333333
"8857",4295905141,"Tyson Foods Inc",154083374388,"1994-03-01","1994-06-01","1995-06-01","Revolving Credit Facility","Standby/CP Support","Bullet","Tyson Foods Inc",1.5e+09,24,"Cooperatieve Rabobank UA","RABOBANK","Documentation Agent",62500000
"8858",4295905141,"Tyson Foods Inc",154083378287,"1992-10-01",NA,"1996-09-30","Revolving Credit Facility","General Corporate Purpose","Bullet","Tyson Foods Inc",8.5e+08,21,"Bank of Communications {BoCOMM}","BK-COMM-SHANG","Lender",40476190.4761905
"8859",4295905141,"Tyson Foods Inc",154083378350,"1992-10-01",NA,"1993-11-01","Term Loan","General Corporate Purpose",NA,"Tyson Foods Inc",8.5e+08,17,"BNP Paribas SA","BNP-PARIBAS","Lender",5e+07
"8860",4295905141,"Tyson Foods Inc",154083381254,"1989-09-29","1989-09-29","1997-09-29","Term Loan","Acquisition Finance","Amortizing","Tyson Foods Inc",1.4e+09,1,"Commerce Bancshares Inc,Kansas City,Missouri","COMMERCE-BANC","Lender",1.4e+09
"8861",4295905141,"Tyson Foods Inc",154083382568,"1990-06-08","1990-06-08","1996-06-08","Term Loan","Acquisition Finance","Amortizing","Tyson Foods Inc",3.65e+08,19,"Mizuho Financial Group","MIZUHO-FINAN","Lender",19210526.3157895
"8862",4295905141,"Tyson Foods Inc",154083382569,"1990-06-08","1990-06-08","1996-06-08","Revolving Credit Facility","Refinancing","Amortizing","Tyson Foods Inc",3.5e+08,25,"E Sun Financial Holding Co Ltd","ESUN","Lender",1.4e+07
"8863",4295905141,"Tyson Foods Inc",154083388470,"1995-11-01","1995-11-01","2002-11-01","Term Loan","Refinancing",NA,"Tyson Foods Inc",4.4e+07,38,"Mizuho Financial Group","MIZUHO-FINAN","Lender",1157894.73684211
"8864",4295905141,"Tyson Foods Inc",154083393670,"1997-05-23","1997-05-23",NA,"Revolving Credit Facility","General Corporate Purpose",NA,"Tyson Foods Inc",1.25e+09,25,"Farm Credit Bank of Wichita","FARM-WITCHITA","Lender",5e+07
"8865",4295905141,"Tyson Foods Inc",154083414447,"2001-01-01","2001-01-12","2002-01-10","Bridge Loan","Refinancing","Bullet","Tyson Foods Inc",2.5e+09,17,"ING","ING","Lender",147058823.529412
"8866",4295905141,"Tyson Foods Inc",154083418313,"2001-08-02","2001-09-24","2002-09-23","Revolving Credit Facility","Refinancing","Bullet","Tyson Foods Inc",1e+09,21,"Bank Hapoalim BM","HAPOALIM-BM","Lender",47619047.6190476
"8867",4295905141,"Tyson Foods Inc",154083421290,"2001-08-02","2001-08-03","2002-01-30","Revolving Credit Facility","General Corporate Purpose","Bullet","Tyson Foods Inc",2.5e+09,6,"Hua Nan Financial Holdings Co Ltd","HUANAN-FIN-HLDG","Lender",416666666.666667
"8868",4295905141,"Tyson Foods Inc",154083430971,"2002-06-12","2002-06-12","2003-06-11","Revolving Credit Facility","General Corporate Purpose","Bullet","Tyson Foods Inc",2e+08,31,"Scotiabank","SCOTIABANK","Lender",6451612.90322581
"8869",4295905141,"Tyson Foods Inc",154083431014,"2002-06-12","2002-06-12","2005-06-12","Revolving Credit Facility","General Corporate Purpose","Bullet","Tyson Foods Inc",3e+08,24,"Wells Fargo & Co","WF","Lender",12500000
"8870",4295905141,"Tyson Foods Inc",154083438992,"2003-06-11","2003-06-11","2004-06-11","Revolving Credit Facility","Working Capital","Bullet","Tyson Foods Inc",2e+08,19,"BofA Securities Inc","BOFA-SEC-INC","Arranger",10526315.7894737
"8871",4295905141,"Tyson Foods Inc",154083444949,"2004-06-08","2004-06-09","2009-06-09","Revolving Credit Facility","Acquisition Finance",NA,"Tyson Foods Inc",7.5e+08,38,"BNP Paribas SA","BNP-PARIBAS","Co-Arranger",19736842.1052632
"8872",4295905141,"Tyson Foods Inc",154083464268,"2005-09-09","2005-09-28","2010-09-28","Revolving Credit Facility","Refinancing","Bullet","Tyson Foods Inc",1.4e+09,6,"Scotiabank","SCOTIABANK","Co-Arranger",233333333.333333
"8873",4295905141,"Tyson Foods Inc",154083464269,"2005-09-09","2005-09-28","2008-09-28","Revolving Credit Facility","General Corporate Purpose","Bullet","Tyson Foods Inc",1.4e+09,6,"JP Morgan & Co Inc","JPM","Co-Arranger",233333333.333333
"8874",4295905141,"Tyson Foods Inc",154083491876,"2012-07-18","2012-08-09","2017-08-09","Revolving Credit Facility","Future Acquisitions",NA,"Tyson Foods Inc",1e+09,20,"JP Morgan & Co Inc","JPM","Co-Arranger",5e+07
"8875",4295905141,"Tyson Foods Inc",154083492689,"2008-12-17","2008-12-17","2013-12-17","Revolving Credit Facility","Working Capital",NA,"Tyson Foods Inc",1e+09,20,"BofA Securities Inc","BOFA-SEC-INC","Co-Arranger",5e+07
