"","Instrument","Company.Common.Name","Deal.Permid","Loan.Dates..Announcement.Date","Loan.Dates..Financial.Close.Date.of.Loan.Package","Maturity..Maturity.Date","Loan.Type","Use.of.Proceeds","Loan.Repayment..Type","Loans.Issuer.Borrower.Ultimate.Parent.Name.Full","Loan.Package.Amount","Number.of.all.Managers..inc..Int.l.Co.Managers","All.Managers..inc..Int.l.Co.Managers..Parent..Full.Name.","All.Managers..inc..Int.l.Co.Managers..Parent..Code.","All.Loans.Manager.Roles","Loan.Manager.Commitment.Amount"
"7339",4295880516,"Itochu Corp",154083408265,"2000-05-01","2000-05-19","2001-05-18","Committed Credit Facility","Construction","Bullet","News Corp Inc",186950831.931202,12,"Hamburg Commercial Bank AG","HAMBURG-COMM","Participant",9500000
"7340",4295880516,"Itochu Corp",154083409883,"2001-04-26","2001-04-26","2002-01-01","Term Loan","General Corporate Purpose","Bullet","NKK Corp",170426878.753449,9,"IMI - Intesa Sanpaolo","INTESA-SAN","Participant",9500000
"7341",4295880516,"Itochu Corp",154083416996,"2000-12-01","2000-12-19",NA,"Term Loan","General Corporate Purpose","Bullet","Itochu Corp",222518914.107699,12,"Commerzbank AG","COMMERZBANK","Facility Agent",18543242.8423082
"7342",4295880516,"Itochu Corp",154083417612,"2000-12-01","2000-12-18","2001-12-18","Revolving Credit Facility","General Corporate Purpose",NA,"Itochu Corp",178412132.024978,4,"Barclays","BARCLAYS-CAP","Lead Manager",44603033.0062445
"7343",4295880516,"Itochu Corp",154083418128,"2006-10-01","2006-10-31","2013-10-31","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",256541816.31606,4,"JP Morgan & Co Inc","JPM","Lead Manager",64135454.079015
"7344",4295880516,"Itochu Corp",154083420642,"2001-05-31","2001-05-31","2002-05-01","Revolving Credit Facility","General Corporate Purpose","Bullet","Itochu Corp",881242131.766681,14,"NatWest","NATWEST-GRP","Lead Manager",62945866.5547629
"7345",4295880516,"Itochu Corp",154083421411,"2001-08-01",NA,"2016-01-01","Project Financing","General Corporate Purpose",NA,"Government Of Oman",5e+08,12,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Co-Manager",41666666.6666667
"7346",4295880516,"Itochu Corp",154083422202,"2001-06-05","2001-06-05","2002-05-01","Revolving Credit Facility","General Corporate Purpose","Bullet","Itochu Corp",2225087339.87689,40,"UBS","UBS-BANK","Co-Manager",55627183.4969223
"7347",4295880516,"Itochu Corp",154083422349,"2001-03-01","2001-03-09",NA,"Term Loan","General Corporate Purpose",NA,"Itochu Corp",3e+09,24,"JP Morgan & Co Inc","JPM","Co-Manager",1.25e+08
"7348",4295880516,"Itochu Corp",154083424102,"2002-05-31","2002-05-31","2003-05-30","Committed Credit Facility","General Corporate Purpose","Bullet","Itochu Corp",2014666774.11556,6,"Raiffeisen Bank International AG{RBI}","RAIFFEISEN-BI","Co-Manager",335777795.685927
"7349",4295880516,"Itochu Corp",154083424935,"2009-05-01","2009-05-27","2010-05-26","Revolving Credit Facility","General Corporate Purpose",NA,"Itochu Corp",5e+08,13,"Portigon AG","PORTIGON","Co-Manager",38461538.4615385
"7350",4295880516,"Itochu Corp",154083425360,"2001-10-12","2001-10-12",NA,"Revolving Credit Facility","Project Finance","Bullet","Itochu Corp",5e+07,13,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",3846153.84615385
"7351",4295880516,"Itochu Corp",154083425776,"2002-03-01","2002-03-20","2005-03-01","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",76103500.761035,14,"Sumitomo Mitsui Trust Holdings Inc","SUM-MIT-TR-HLDG","Arranger",5435964.34007393
"7352",4295880516,"Itochu Corp",154083426225,"2001-12-18","2001-12-18","2005-12-01","Term Loan","Limited Recourse Project Finance","Bullet","Marubeni Corp",313209615.535197,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Co-Arranger",156604807.767599
"7353",4295880516,"Itochu Corp",154083426228,"2001-09-01",NA,NA,"Term Loan","Renewable Energy",NA,"Government Of Oman",8e+08,9,"Mizuho Financial Group","MIZUHO-FINAN","Co-Arranger",88888888.8888889
"7354",4295880516,"Itochu Corp",154083430640,"2002-06-01","2002-06-05","2005-06-05","Committed Credit Facility","Acquisition Finance","Bullet","Itochu Corp",1687831538.33789,8,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Co-Arranger",210978942.292236
"7355",4295880516,"Itochu Corp",154083434519,"2003-01-01","2003-01-30","2006-01-30","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",159677283.805362,25,"Gulf International Bank","GULF","Arranger",6387091.35221448
"7356",4295880516,"Itochu Corp",154083434520,"2003-01-01","2003-01-30","2007-01-30","Term Loan","Working Capital","Bullet","Itochu Corp",159677283.805362,6,"Arab Banking Corporation (ABC) Capital Markets Group","ABC","Arranger",26612880.634227
"7357",4295880516,"Itochu Corp",154083434521,"2003-01-01","2003-01-30","2008-01-30","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",159677283.805362,7,"Australia & New Zealand Banking Group Ltd","ANZ","Arranger",7750000
"7358",4295880516,"Itochu Corp",154083434583,"2003-03-01","2003-03-19","2006-03-24","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",24904532.6249377,8,"UniCredit","UNICREDIT-SPA","Arranger",7750000
"7359",4295880516,"Itochu Corp",154083435270,"2002-12-03","2002-12-03","2007-12-06","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",88325036.1329693,11,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Arranger",7750000
"7360",4295880516,"Itochu Corp",154083435518,"2002-12-18","2002-12-18","2003-12-17","Committed Credit Facility","Oil Financing","Bullet","Itochu Corp",206458006.44149,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Arranger",103229003.220745
"7361",4295880516,"Itochu Corp",154083436186,"2003-09-18","2003-09-18","2006-09-22","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",39038778.5199965,8,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Arranger",7750000
"7362",4295880516,"Itochu Corp",154083436470,"2003-09-01","2003-09-30","2007-12-20","Term Loan","General Corporate Purpose","Amortizing","Marubeni Corp",89702188.7334051,4,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",22425547.1833513
"7363",4295880516,"Itochu Corp",154083438202,"2003-06-01","2003-06-11","2006-06-09","Committed Credit Facility","General Corporate Purpose","Bullet","Itochu Corp",1783590963.13912,2,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Arranger",7750000
"7364",4295880516,"Itochu Corp",154083438567,"2003-08-12","2003-08-20","2004-03-31","Term Loan","Working Capital","Bullet","Itochu Corp",67773636.0555744,35,"NatWest","NATWEST-GRP","Arranger",7750000
"7365",4295880516,"Itochu Corp",154083439234,"2003-11-07","2004-01-21","2009-01-21","Term Loan","General Corporate Purpose","Amortizing","Telstra Corp Ltd",2.15e+08,12,"Arab Petroleum Investment Corp","ARAB-PETROLEUM","Arranger",17916666.6666667
"7366",4295880516,"Itochu Corp",154083439791,"2003-05-01","2003-05-27","2004-05-25","Committed Credit Facility","General Corporate Purpose","Bullet","Itochu Corp",2132196162.04691,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Facility Agent",7750000
"7367",4295880516,"Itochu Corp",154083441575,"2003-12-01","2003-12-18","2004-12-16","Committed Credit Facility","Project Finance","Amortizing","Itochu Corp",93023255.8139535,9,"Santander Corporate & Investment Banking","SANTANDER-GBM","Participant",2750000
"7368",4295880516,"Itochu Corp",154083441866,"2003-03-28","2003-03-28","2020-05-29","Term Loan","Refinancing","Bullet","TODA Corp",4e+07,13,"ING","ING","Participant",2750000
"7369",4295880516,"Itochu Corp",154083442447,"2003-07-01","2003-07-01",NA,"Term Loan","Working Capital",NA,"Mitsui & Co Ltd",9e+08,5,"Emirates NBD PJSC","EMIRATES-NBD","Participant",1.8e+08
"7370",4295880516,"Itochu Corp",154083442618,"2003-12-01","2003-12-05","2005-11-15","Term Loan","Working Capital","Bullet","Itochu Corp",63527444.9707439,4,"Arab Bank PLC","ABL","Participant",15881861.242686
"7371",4295880516,"Itochu Corp",154083445194,"2004-01-20","2004-01-20","2009-01-20","Term Loan","Working Capital","Amortizing","Telstra Corp Ltd",2.15e+08,3,"KBC Group NV","KBC-GROUP","Participant",71666666.6666667
"7372",4295880516,"Itochu Corp",154083446215,"2004-04-28","2004-08-12","2012-08-12","Term Loan","Working Capital","Bullet","Government Of Oman",1.93e+08,4,"Bayerische Landesbank Girozentrale","BAYER-LANDES","Participant",2e+06
"7373",4295880516,"Itochu Corp",154083446961,"2004-04-28","2004-08-12","2012-08-12","Letter Of Credit","Working Capital","Bullet","Government Of Oman",1.93e+08,12,"MashreqBank PSC","MASHREQ","Participant",16083333.3333333
"7374",4295880516,"Itochu Corp",154083447955,"2004-05-15","2004-05-20","2005-05-18","Revolving Credit Facility","Working Capital","Bullet","Itochu Corp",886839304.717985,13,"Bank of Bahrain & Kuwait BSC","BK-BAHRAIN-KU","Participant",68218408.0552296
"7375",4295880516,"Itochu Corp",154083447957,"2004-05-15","2004-05-20","2005-05-18","Standby Facility","Working Capital","Bullet","Itochu Corp",1773678609.43597,9,"Oman International Bank SAOG","OMAN-INTL","Participant",197075401.048441
"7376",4295880516,"Itochu Corp",154083447958,"2004-05-15","2004-05-20","2007-05-20","Standby Facility","General Corporate Purpose","Bullet","Itochu Corp",1862362539.90777,5,"Arab National Bank","ARNB","Participant",372472507.981554
"7377",4295880516,"Itochu Corp",154083448689,"2004-03-01","2004-03-31","2009-06-30","Term Loan","Working Capital","Bullet","Itochu Corp",95914061.0013428,2,"Al-Ahli United Bank","AHLI-UNITED","Participant",47957030.5006714
"7378",4295880516,"Itochu Corp",154083451026,"2004-07-28","2004-07-28","2005-07-27","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",6e+07,10,"British Arab Commercial Bank Ltd","BRACB","Participant",6e+06
"7379",4295880516,"Itochu Corp",154083453531,"2004-09-01","2004-09-30","2011-10-03","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",154545454.545455,6,"Landesbank Rheinland Pfalz Girozentrale","RHEINLAND","Participant",750000
"7380",4295880516,"Itochu Corp",154083454116,"2005-01-01","2005-01-31","2010-03-31","Term Loan","Project Finance","Bullet","Itochu Corp",144731763.797762,13,"First Abu Dhabi Bank PJSC","FIRST-ABU-DHABI","Participant",11133212.5998278
"7381",4295880516,"Itochu Corp",154083454166,"2005-03-01","2005-03-31","2012-03-31","Term Loan","Refinancing","Bullet","Itochu Corp",186758801.008498,4,"Oman Arab Bank SAO","OAB","Participant",46689700.2521245
"7382",4295880516,"Itochu Corp",154083454242,"2005-03-01","2005-03-17","2012-03-12","Term Loan","Working Capital","Bullet","Itochu Corp",28705387.044302,1,"First Abu Dhabi Bank PJSC","FIRST-ABU-DHABI","Participant",28705387.044302
"7383",4295880516,"Itochu Corp",154083455237,"2004-12-01","2004-12-17","2005-12-16","Committed Credit Facility","Working Capital","Bullet","Itochu Corp",96015362.4579933,9,"Bank Dhofar SAOG","BANK-DHOFAR","Participant",10668373.6064437
"7384",4295880516,"Itochu Corp",154083456811,"2005-01-12","2005-06-08","2020-06-08","Term Loan","Project Finance","Bullet","Government Of Oman",1.308e+09,6,"Bank Muscat Al Ahli Al Omani","BMAAAO","Participant",2.18e+08
"7385",4295880516,"Itochu Corp",154083458684,"2005-08-03",NA,"2008-08-03","Term Loan","Project Finance","Amortizing","Asahi Breweries Ltd",5e+07,7,"The Commercial Bank (PSQC)","PSQC","Participant",7142857.14285714
"7386",4295880516,"Itochu Corp",154083459164,"2005-05-01","2005-05-19","2006-05-17","Committed Credit Facility","Working Capital","Bullet","Itochu Corp",1393534002.22965,7,"Dexia SA","DEXIA","Participant",5e+05
"7387",4295880516,"Itochu Corp",154083459398,"2005-05-01","2005-05-19","2008-05-19","Committed Credit Facility","Payment On Borrowings","Bullet","Itochu Corp",2415458937.19807,4,"Hamburg Commercial Bank AG","HAMBURG-COMM","Participant",5e+05
"7388",4295880516,"Itochu Corp",154083459401,"2005-05-01","2005-05-19","2006-05-17","Committed Credit Facility","Project Finance","Bullet","Itochu Corp",929022668.153103,7,"IMI - Intesa Sanpaolo","INTESA-SAN","Participant",5e+05
"7389",4295880516,"Itochu Corp",154083460761,"2005-01-12","2005-06-08","2020-06-08","Revolving Letter of Credit","Project Finance","Bullet","Government Of Oman",1.308e+09,4,"Emirates NBD PJSC","EMIRATES-NBD","Participant",3.27e+08
"7390",4295880516,"Itochu Corp",154083462364,"2005-07-27","2005-07-27","2006-07-26","364 Day Revolver","Working Capital",NA,"Itochu Corp",8e+07,2,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",4e+07
"7391",4295880516,"Itochu Corp",154083465879,"2005-09-01","2005-09-26","2012-10-03","Term Loan","Working Capital","Bullet","Itochu Corp",178348492.955235,13,"UniCredit","UNICREDIT-SPA","Participant",13719114.8427104
"7392",4295880516,"Itochu Corp",154083466041,"2005-12-01","2005-12-16","2006-12-15","Committed Credit Facility","Working Capital","Bullet","Itochu Corp",86437894.3728931,1,"Commerzbank AG","COMMERZBANK","Participant",86437894.3728931
"7393",4295880516,"Itochu Corp",154083466138,"2005-09-12","2005-09-12","2010-06-10","Term Loan","Working Capital","Amortizing","Itochu Corp",3.8e+08,2,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Participant",1.9e+08
"7394",4295880516,"Itochu Corp",154083467487,"2005-04-13","2005-04-13","2015-04-13","Buyer Credit","Working Capital",NA,"Eregli Demir & Celik Fabrikalari TAS",2e+08,24,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Participant",8333333.33333333
"7395",4295880516,"Itochu Corp",154083468199,"2005-11-01","2005-11-10","2007-11-10","Term Loan","Working Capital","Bullet","Itochu Corp",109297013.78902,2,"IMI - Intesa Sanpaolo","INTESA-SAN","Participant",54648506.89451
"7396",4295880516,"Itochu Corp",154083468211,"2005-12-01","2005-12-15","2010-12-20","Term Loan","General Corporate Purpose","Bullet","Marubeni Corp",86043710.204784,5,"RBC Capital Markets","RBC-CAP-MKTS","Participant",17208742.0409568
"7397",4295880516,"Itochu Corp",154083468677,"2005-12-01","2005-12-22","2010-12-27","Term Loan","Working Capital","Bullet","Itochu Corp",15428130.6248393,6,"Deutsche Bank","DEUTSCHE-BANK","Participant",2571355.10413988
"7398",4295880516,"Itochu Corp",154083469430,"2006-03-01","2006-03-28","2013-03-29","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",101763907.734057,6,"Mizuho Financial Group","MIZUHO-FINAN","Lead Manager",16960651.2890095
"7399",4295880516,"Itochu Corp",154083475030,"2006-05-01","2006-05-31","2007-05-30","Term Loan","Working Capital","Bullet","Itochu Corp",5e+08,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Lead Manager",2.5e+08
"7400",4295880516,"Itochu Corp",154083477822,"2006-05-01","2006-05-18","2007-05-16","Revolving Credit Facility","Project Finance","Bullet","Itochu Corp",903260771.384699,3,"Australia & New Zealand Banking Group Ltd","ANZ","Lead Manager",301086923.7949
"7401",4295880516,"Itochu Corp",154083477823,"2006-05-01","2006-05-18","2009-05-18","Committed Credit Facility","Refinancing","Bullet","Itochu Corp",2709782314.1541,7,"Westpac Banking Corp","WESTPAC","Arranger",387111759.164871
"7402",4295880516,"Itochu Corp",154083491094,"2011-09-01","2011-09-30","2012-09-29","Committed Credit Facility","General Corporate Purpose",NA,"ISUZU MOTORS LTD",175233644.859813,4,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",43808411.2149533
"7403",4295880516,"Itochu Corp",154083491716,"2012-05-01","2012-05-23","2013-05-22","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",5e+08,5,"Mizuho Financial Group","MIZUHO-FINAN","Participant",1e+08
"7404",4295880516,"Itochu Corp",154083492322,"2011-05-01","2011-05-13","2016-05-13","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",3713790542.21342,6,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Participant",618965090.368903
"7405",4295880516,"Itochu Corp",154083492323,"2011-05-01","2011-05-13","2012-05-11","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",1237930180.73781,6,"Sumitomo Mitsui Trust Holdings Inc","SUM-MIT-TR-HLDG","Participant",206321696.789635
"7406",4295880516,"Itochu Corp",154083495424,"2011-07-13","2011-07-13","2023-12-31","Term Loan","Project Finance",NA,"SBM Offshore NV",1e+09,9,"Norinchukin Bank","NORINCHUKIN-BK","Participant",111111111.111111
"7407",4295880516,"Itochu Corp",154083495942,"2008-09-01","2008-09-17","2010-09-17","Committed Credit Facility","Refinancing",NA,"ISUZU MOTORS LTD",95858895.7055215,2,"Mizuho Financial Group","MIZUHO-FINAN","Participant",47929447.8527607
"7408",4295880516,"Itochu Corp",154083496350,"2010-12-01",NA,NA,"Term Loan","General Corporate Purpose",NA,"JGC Corp",8e+07,7,"Sumitomo Mitsui Trust Holdings Inc","SUM-MIT-TR-HLDG","Participant",11428571.4285714
"7409",4295880516,"Itochu Corp",154083496509,"2008-07-01","2008-07-02","2011-07-02","Term Loan","Working Capital",NA,"Asahi Breweries Ltd",1e+08,13,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Participant",7692307.69230769
"7410",4295880516,"Itochu Corp",154083502674,"2009-05-01","2009-05-14","2014-05-14","Committed Credit Facility","Working Capital",NA,"Itochu Corp",3129237509.12694,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Participant",1564618754.56347
"7411",4295880516,"Itochu Corp",154083502675,"2009-05-01","2009-05-14","2010-05-13","Committed Credit Facility","Working Capital",NA,"Itochu Corp",1043079169.70898,2,"NatWest","NATWEST-GRP","Facility Agent",24284812.2784011
"7412",4295880516,"Itochu Corp",154083504615,"2012-05-01","2012-05-14","2017-05-12","Revolving Credit Facility","Project Finance",NA,"Itochu Corp",4382669671.92587,13,"Wells Fargo & Co","WF","Co-Arranger",16189874.8522674
"7413",4295880516,"Itochu Corp",154083505414,"2010-11-17","2014-03-28","2034-03-28","Term Loan","Refinancing","Amortizing","PT Medco Daya Abadi Lestari",1.17e+09,2,"BMO Capital Markets","BMO-CAPITAL","Co-Arranger",16189874.8522674
"7414",4295880516,"Itochu Corp",154083506025,"2007-03-01","2007-03-28","2014-03-31","Term Loan","General Corporate Purpose",NA,"Itochu Corp",239684985.447697,2,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",119842492.723849
"7415",4295880516,"Itochu Corp",154083506026,"2007-03-01","2007-03-28","2014-03-31","Term Loan","Working Capital",NA,"Itochu Corp",239684985.447697,2,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Participant",119842492.723849
"7416",4295880516,"Itochu Corp",154083506030,"2007-03-21","2007-05-05","2022-05-05","Term Loan","Working Capital","Amortizing","MITSUBISHI GAS CHEMICAL CO INC",283560000,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Participant",141780000
"7417",4295880516,"Itochu Corp",154083506311,"2007-03-21","2007-05-05","2022-05-05","Term Loan","Working Capital","Amortizing","MITSUBISHI GAS CHEMICAL CO INC",283560000,2,"Sumitomo Mitsui Trust Holdings Inc","SUM-MIT-TR-HLDG","Participant",141780000
"7418",4295880516,"Itochu Corp",154083507307,"2007-05-01","2007-05-17","2008-05-15","Committed Credit Facility","Working Capital",NA,"Itochu Corp",824878330.446259,4,"Mizuho Financial Group","MIZUHO-FINAN","Participant",206219582.611565
"7419",4295880516,"Itochu Corp",154083507308,"2007-05-01","2007-05-17","2012-05-17","Committed Credit Facility","General Corporate Purpose",NA,"Itochu Corp",2474634991.33878,3,"Norinchukin Bank","NORINCHUKIN-BK","Participant",824878330.44626
"7420",4295880516,"Itochu Corp",154083507658,"2007-05-01","2007-05-30","2008-05-28","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",5e+08,5,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Participant",1e+08
"7421",4295880516,"Itochu Corp",154083512959,"2008-09-01","2008-09-24","2010-09-29","Committed Credit Facility","Working Capital",NA,"ISUZU MOTORS LTD",94108789.7609637,16,"Mizuho Financial Group","MIZUHO-FINAN","Participant",5881799.36006023
